925.52 7.057 9.26
934.78 5.777 9.26
944.04 4.740 9.26
953.30 3.857 9.26
962.56 3.377 9.26
971.82 3.317 9.26
981.08 3.306 9.26
990.34 2.974 9.26
999.60 2.579 9.26
1008.86 2.454 9.26
1018.12 2.643 9.26
1027.38 2.899 9.26
1036.64 2.664 9.26
1045.90 2.171 9.26
1055.16 1.924 9.26
1064.42 1.889 9.26
1073.68 1.914 9.26
1082.94 1.966 9.26
1092.20 1.992 9.26
1101.46 1.989 9.26
1110.72 1.936 9.26
1119.98 1.942 9.26
1129.24 1.979 9.26
1138.50 1.901 9.26
1147.76 1.777 8.04
1155.80 1.722 1.20
1157.00 1.669 1.00
1158.00 1.741 1.20
1159.20 1.696 1.20
1160.40 1.741 1.20
1161.60 1.675 1.20
1162.80 1.744 1.20
1164.00 1.722 1.20
1165.20 1.761 1.20
1166.40 1.727 1.20
1167.60 1.678 1.20
1168.80 1.713 1.00
1169.80 1.791 1.20
1171.00 1.891 1.20
1172.20 1.940 1.20
1173.40 1.988 1.20
1174.60 1.923 1.20
1175.80 1.785 1.20
1177.00 1.714 1.20
1178.20 1.685 1.20
1179.40 1.680 1.20
1180.60 1.666 1.00
1181.60 1.623 1.20
1182.80 1.568 1.20
1184.00 1.569 1.20
1185.20 1.686 1.20
1186.40 1.692 1.20
1187.60 1.766 1.20
1188.80 1.845 1.20
1190.00 1.877 1.20
1191.20 1.964 1.20
1192.40 1.989 1.00
1193.40 2.058 1.20
1194.60 2.076 1.20
1195.80 2.109 1.20
1197.00 2.121 1.20
1198.20 2.095 1.20
1199.40 2.242 1.20
1200.60 2.439 1.20
1201.80 2.657 1.20
1203.00 2.940 1.20
1204.20 3.149 1.00
1205.20 3.356 1.20
1206.40 3.398 1.20
1207.60 3.492 1.20
1208.80 3.691 1.20
1210.00 3.910 1.20
1211.20 4.201 1.20
1212.40 4.316 1.20
1213.60 4.266 1.20
1214.80 4.023 1.00
1215.80 3.676 1.20
1217.00 3.368 1.20
1218.20 3.146 1.20
1219.40 2.817 1.20
1220.60 2.627 1.20
1221.80 2.458 1.20
1223.00 2.324 1.20
1224.20 2.248 1.20
1225.40 2.181 1.20
1226.60 2.117 1.00
1227.60 2.049 1.20
1228.80 1.983 1.20
1230.00 1.955 1.20
1231.20 1.902 1.20
1232.40 1.857 1.20
1233.60 1.788 1.20
1234.80 1.720 1.20
1236.00 1.677 1.20
1237.20 1.655 1.20
1238.40 1.606 1.00
1239.40 1.543 1.20
1240.60 1.558 1.20
1241.80 1.577 1.20
1243.00 1.575 1.20
1244.20 1.663 1.20
1245.40 1.660 1.20
1246.60 1.655 1.20
1247.80 1.663 1.20
1249.00 1.643 1.20
1250.20 1.649 1.00
1251.20 1.615 1.20
1252.40 1.569 1.20
1253.60 1.581 1.20
1254.80 1.621 1.20
1256.00 1.688 1.20
1257.20 1.734 1.20
1258.40 1.798 1.20
1259.60 1.734 1.20
1260.80 1.748 1.20
1262.00 1.794 1.00
1263.00 1.753 1.20
1264.20 1.718 1.20
1265.40 1.679 1.20
1266.60 1.597 1.20
1267.80 1.608 1.20
1269.00 1.605 1.20
1270.20 1.611 1.20
1271.40 1.654 1.20
1272.60 1.617 1.20
1273.80 1.586 1.00
1274.80 1.637 1.20
1276.00 1.637 1.20
1277.20 1.576 1.20
1278.40 1.528 1.20
1279.60 1.537 1.20
1280.80 1.546 1.20
1282.00 1.530 1.20
1283.20 1.540 1.20
1284.40 1.502 1.20
1285.60 1.554 1.00
1286.60 1.591 1.20
1287.80 1.604 1.20
1289.00 1.602 1.20
1290.20 1.632 1.20
1291.40 1.687 1.20
1292.60 1.756 1.20
1293.80 1.794 1.20
1295.00 1.793 1.20
1296.20 1.855 1.20
1297.40 1.837 1.00
1298.40 1.876 1.20
1299.60 1.893 1.20
1300.80 1.900 1.20
1302.00 1.936 1.20
1303.20 1.965 1.20
1304.40 1.963 1.20
1305.60 1.926 1.20
1306.80 1.878 1.20
1308.00 1.872 1.20
1309.20 1.771 1.00
1310.20 1.679 1.20
1311.40 1.652 1.20
1312.60 1.580 1.20
1313.80 1.581 1.20
1315.00 1.541 1.20
1316.20 1.542 1.20
1317.40 1.544 1.20
1318.60 1.558 1.20
1319.80 1.599 1.00
1320.80 1.620 1.20
1322.00 1.681 1.20
1323.20 1.683 1.20
1324.40 1.684 1.20
1325.60 1.696 1.20
1326.80 1.686 1.20
1328.00 1.661 1.20
1329.20 1.656 1.20
1330.40 1.744 1.20
1331.60 1.919 1.00
1332.60 1.984 1.20
1333.80 1.937 1.20
1335.00 1.753 1.20
1336.20 1.649 1.20
1337.40 1.606 1.20
1338.60 1.608 1.20
1339.80 1.630 1.20
1341.00 1.622 1.20
1342.20 1.606 1.20
1343.40 1.610 1.00
1344.40 1.582 1.20
1345.60 1.603 1.20
1346.80 1.568 1.20
1348.00 1.595 1.20
1349.20 1.617 1.20
1350.40 1.599 1.20
1351.60 1.569 1.20
1352.80 1.588 1.20
1354.00 1.560 1.20
1355.20 1.593 1.00
1356.20 1.614 1.20
1357.40 1.604 1.20
1358.60 1.622 1.20
1359.80 1.663 1.20
1361.00 1.657 1.20
1362.20 1.652 1.20
1363.40 1.685 1.20
1364.60 1.679 1.20
1365.80 1.657 1.20
1367.00 1.652 1.00
1368.00 1.681 1.20
1369.20 1.684 1.20
1370.40 1.690 1.20
1371.60 1.701 1.20
1372.80 1.664 1.20
1374.00 1.661 1.20
1375.20 1.642 1.20
1376.40 1.677 1.20
1377.60 1.729 1.20
1378.80 1.709 1.00
1379.80 1.703 1.20
1381.00 1.670 1.20
1382.20 1.701 1.20
1383.40 1.709 1.20
1384.60 1.713 1.20
1385.80 1.710 1.20
1387.00 1.738 1.20
1388.20 1.754 1.20
1389.40 1.763 1.20
1390.60 1.819 1.00
1391.60 1.806 1.20
1392.80 1.829 1.20
1394.00 1.804 1.20
1395.20 1.788 1.20
1396.40 1.797 1.20
1397.60 1.691 1.20
1398.80 1.740 1.20
1400.00 1.778 1.20
1401.20 1.808 1.20
1402.40 1.809 1.00
1403.40 1.778 1.20
1404.60 1.741 1.20
1405.80 1.725 1.20
1407.00 1.814 1.20
1408.20 1.766 1.20
1409.40 1.769 1.20
1410.60 1.773 1.20
1411.80 1.768 1.20
1413.00 1.733 1.00
1414.00 1.739 1.20
1415.20 1.765 1.20
1416.40 1.733 1.20
1417.60 1.722 1.20
1418.80 1.750 1.20
1420.00 1.770 1.20
1421.20 1.727 1.20
1422.40 1.702 1.20
1423.60 1.701 1.20
1424.80 1.706 1.00
1425.80 1.641 1.20
1427.00 1.716 1.20
1428.20 1.706 1.20
1429.40 1.692 1.20
1430.60 1.741 1.20
1431.80 1.686 1.20
1433.00 1.688 1.20
1434.20 1.738 1.20
1435.40 1.729 1.20
1436.60 1.709 1.00
1437.60 1.684 1.20
1438.80 1.643 1.20
1440.00 1.649 1.20
1441.20 1.627 1.20
1442.40 1.636 1.20
1443.60 1.662 1.20
1444.80 1.669 1.20
1446.00 1.655 1.20
1447.20 1.630 1.20
1448.40 1.640 1.00
1449.40 1.626 1.20
1450.60 1.635 1.20
1451.80 1.648 1.20
1453.00 1.653 1.20
1454.20 1.646 1.20
1455.40 1.639 1.20
1456.60 1.621 1.20
1457.80 1.624 1.20
1459.00 1.625 1.20
1460.20 1.618 1.00
1461.20 1.614 1.20
1462.40 1.659 1.20
1463.60 1.700 1.20
1464.80 1.663 1.20
1466.00 1.646 1.20
1467.20 1.678 1.20
1468.40 1.653 1.20
1469.60 1.660 1.20
1470.80 1.675 1.20
1472.00 1.688 1.00
1473.00 1.651 1.20
1474.20 1.634 1.20
1475.40 1.663 1.20
1476.60 1.636 1.20
1477.80 1.641 1.20
1479.00 1.637 1.20
1480.20 1.650 1.20
1481.40 1.698 1.20
1482.60 1.710 1.20
1483.80 1.673 1.00
1484.80 1.648 1.20
1486.00 1.618 1.20
1487.20 1.603 1.20
1488.40 1.638 1.20
1489.60 1.650 1.20
1490.80 1.657 1.20
1492.00 1.661 1.20
1493.20 1.646 1.20
1494.40 1.626 1.20
1495.60 1.623 1.00
1496.60 1.628 1.20
1497.80 1.661 1.20
1499.00 1.687 1.20
1500.20 1.675 1.20
1501.40 1.679 1.20
1502.60 1.677 1.20
1503.80 1.670 1.20
1505.00 1.691 1.20
1506.20 1.684 1.20
1507.40 1.713 1.00
1508.40 1.707 1.20
1509.60 1.708 1.20
1510.80 1.698 1.20
1512.00 1.704 1.20
1513.20 1.728 1.20
1514.40 1.729 1.20
1515.60 1.714 1.20
1516.80 1.723 1.20
1518.00 1.685 1.00
1519.00 1.655 1.20
1520.20 1.681 1.20
1521.40 1.685 1.20
1522.60 1.674 1.20
1523.80 1.733 1.20
1525.00 1.723 1.20
1526.20 1.732 1.20
1527.40 1.742 1.20
1528.60 1.769 1.20
1529.80 1.793 1.00
1530.80 1.828 1.20
1532.00 1.794 1.20
1533.20 1.814 1.20
1534.40 1.782 1.20
1535.60 1.777 1.20
1536.80 1.798 1.20
1538.00 1.775 1.20
1539.20 1.741 1.20
1540.40 1.747 1.20
1541.60 1.763 1.00
1542.60 1.721 1.20
1543.80 1.755 1.20
1545.00 1.793 1.20
1546.20 1.744 1.20
1547.40 1.733 1.20
1548.60 1.771 1.20
1549.80 1.771 1.20
1551.00 1.768 1.20
1552.20 1.766 1.20
1553.40 1.733 1.00
1554.40 1.751 1.20
1555.60 1.756 1.20
1556.80 1.763 1.20
1558.00 1.786 1.20
1559.20 1.795 1.20
1560.40 1.763 1.20
1561.60 1.763 1.20
1562.80 1.794 1.20
1564.00 1.781 1.20
1565.20 1.775 1.00
1566.20 1.730 1.20
1567.40 1.738 1.20
1568.60 1.775 1.20
1569.80 1.766 1.20
1571.00 1.749 1.20
1572.20 1.769 1.20
1573.40 1.735 1.20
1574.60 1.752 1.20
1575.80 1.769 1.20
1577.00 1.740 1.00
1578.00 1.748 1.20
1579.20 1.762 1.20
1580.40 1.723 1.20
1581.60 1.718 1.20
1582.80 1.732 1.20
1584.00 1.724 1.20
1585.20 1.713 1.20
1586.40 1.725 1.20
1587.60 1.686 1.20
1588.80 1.687 1.00
1589.80 1.700 1.20
1591.00 1.731 1.20
1592.20 1.734 1.20
1593.40 1.746 1.20
1594.60 1.758 1.20
1595.80 1.750 1.20
1597.00 1.746 1.20
1598.20 1.760 1.20
1599.40 1.757 1.20
1600.60 1.768 1.00
1601.60 1.783 1.20
1602.80 1.766 1.20
1604.00 1.777 1.20
1605.20 1.772 1.20
1606.40 1.768 1.20
1607.60 1.792 1.20
1608.80 1.798 1.20
1610.00 1.789 1.20
1611.20 1.774 1.20
1612.40 1.743 1.00
1613.40 1.755 1.20
1614.60 1.727 1.20
1615.80 1.724 1.20
1617.00 1.733 1.20
1618.20 1.732 1.20
1619.40 1.731 1.20
1620.60 1.741 1.20
1621.80 1.755 1.20
1623.00 1.744 1.00
1624.00 1.741 1.20
1625.20 1.762 1.20
1626.40 1.749 1.20
1627.60 1.739 1.20
1628.80 1.738 1.20
1630.00 1.736 1.20
1631.20 1.753 1.20
1632.40 1.730 1.20
1633.60 1.713 1.20
1634.80 1.722 1.00
1635.80 1.752 1.20
1637.00 1.735 1.20
1638.20 1.724 1.20
1639.40 1.761 1.20
1640.60 1.740 1.20
1641.80 1.726 1.20
1643.00 1.740 1.20
1644.20 1.724 1.20
1645.40 1.719 1.20
1646.60 1.733 1.00
1647.60 1.725 1.20
1648.80 1.726 1.20
1650.00 1.745 1.20
1651.20 1.756 1.20
1652.40 1.741 1.20
1653.60 1.746 1.20
1654.80 1.757 1.20
1656.00 1.738 1.20
1657.20 1.729 1.20
1658.40 1.746 1.00
1659.40 1.730 1.20
1660.60 1.731 1.20
1661.80 1.731 1.20
1663.00 1.739 1.20
1664.20 1.745 1.20
1665.40 1.738 1.20
1666.60 1.742 1.20
1667.80 1.728 1.20
1669.00 1.754 1.20
1670.20 1.748 1.00
1671.20 1.733 1.20
1672.40 1.732 1.20
1673.60 1.724 1.20
1674.80 1.725 1.20
1676.00 1.728 1.20
1677.20 1.699 1.20
1678.40 1.680 1.20
1679.60 1.689 1.20
1680.80 1.692 1.20
1682.00 1.686 1.00
1683.00 1.697 1.20
1684.20 1.710 1.20
1685.40 1.700 1.20
1686.60 1.718 1.20
1687.80 1.721 1.20
1689.00 1.724 1.20
1690.20 1.717 1.20
1691.40 1.709 1.20
1692.60 1.732 1.20
1693.80 1.717 1.00
1694.80 1.687 1.20
1696.00 1.709 1.20
1697.20 1.715 1.20
1698.40 1.712 1.20
